PM10,NO2,SO2,AQI_Bucket
35.91,16.97,6.07,Satisfactory
46.46,15.8,6.39,Satisfactory
42.75,18.11,6.37,Satisfactory
47.6,18.89,5.76,Satisfactory
74.17,21.32,5.26,Satisfactory
78.91,24.6,5.38,Satisfactory
78,22.99,6.61,Satisfactory
42.23,26.91,6.42,Satisfactory
49.95,24.47,5.73,Satisfactory
77.15,25.98,6,Satisfactory
72.41,25.19,6.16,Satisfactory
71.78,26.32,5.46,Satisfactory
112.73,36.74,5.53,Satisfactory
144.98,41.5,6.15,Moderate
142.05,38.83,5.74,Moderate
136.66,44.07,5.9,Moderate
110.88,38.45,6.55,Moderate
102.59,35.19,5.61,Moderate
102.92,30.63,5.26,Satisfactory
117.91,33.11,5.67,Moderate
68.96,26.07,6.13,Satisfactory
81.26,28.6,6.37,Satisfactory
61.17,26.92,6.12,Satisfactory
65.78,28.61,6.02,Satisfactory
57.92,26.87,6.16,Satisfactory
64.16,28,6.37,Satisfactory
61.85,29.65,6.8,Satisfactory
51.01,26.77,6.55,Satisfactory
48.76,27.06,6.93,Satisfactory
78.55,34.02,6.68,Satisfactory
78.49,32.14,6.26,Satisfactory
68.13,32.05,6.44,Satisfactory
71.69,21.45,6.17,Satisfactory
69.94,27.71,6.81,Satisfactory
72.66,30.62,5.87,Satisfactory
65.25,35.64,6.34,Satisfactory
53.29,29.76,6.31,Satisfactory
61.34,25.68,5.38,Satisfactory
50.92,22.84,5.46,Satisfactory
42.5,20.19,6.35,Satisfactory
34.67,21.53,5.99,Satisfactory
55.3,27.81,6.03,Satisfactory
69.48,26.87,5.33,Satisfactory
91.85,32.39,6.48,Satisfactory
96.47,32.59,6.69,Moderate
71.64,32.74,7.05,Satisfactory
52.13,26.15,8.15,Satisfactory
56.84,29.26,6.57,Satisfactory
55.42,27.3,6.59,Satisfactory
63.74,29.94,5.96,Satisfactory
67.98,28.49,5.81,Satisfactory
71.83,26.71,6.69,Satisfactory
60.07,25.5,6.56,Satisfactory
66.09,23.85,6.28,Satisfactory
59.81,25.62,7,Satisfactory
61.09,28.51,6.73,Satisfactory
84.86,31.51,6.79,Satisfactory
77.48,30.63,7.36,Satisfactory
91.61,32.5,5.91,Satisfactory
89.87,29.51,6.45,Satisfactory
84.08,25.65,6.09,Satisfactory
89.98,31.35,6.11,Satisfactory
77.13,29.34,7.13,Satisfactory
71.87,26.59,5.95,Satisfactory
87.08,29.46,6.25,Satisfactory
87.09,31.24,6.6,Satisfactory
70.75,26.94,7.38,Satisfactory
73.77,26.2,7.39,Satisfactory
77.49,28.46,8.04,Satisfactory
84.76,29.1,7.58,Satisfactory
70.8,27.31,8.56,Satisfactory
62.73,28.05,7.52,Satisfactory
69.62,26.26,6.4,Satisfactory
106.81,31.56,6.94,Satisfactory
97.94,29.1,7.01,Moderate
62.08,27.57,6.97,Satisfactory
62.95,29.93,7.35,Satisfactory
74.18,30.86,6.61,Satisfactory
85.93,33.79,6.01,Moderate
83.02,36.97,7.71,Satisfactory
66.98,29.13,6.72,Satisfactory
75.34,30.57,7.38,Satisfactory
97.81,38.77,6.51,Moderate
108.24,43.03,7.03,Moderate
79.82,35.06,7.78,Moderate
84.68,38.18,7.7,Moderate
85.16,39.38,7.3,Moderate
65.04,26.29,5.81,Satisfactory
59.29,23.43,5.8,Satisfactory
82.12,33.42,5.74,Satisfactory
84.98,33.67,6.86,Satisfactory
71.37,30.62,6.35,Satisfactory
76.02,30.76,7.64,Satisfactory
84.68,39.01,7.44,Moderate
95.52,46.43,6.85,Satisfactory
93.93,45.71,8.32,Satisfactory
92.25,41.23,9.36,Satisfactory
98.54,33.37,13.04,Moderate
100.44,38.65,11.45,Moderate
107.2,47.61,9.86,Moderate
102.88,37.62,8.97,Moderate
105.15,31.67,10.3,Moderate
84.84,24.1,6.12,Satisfactory
80.75,34.38,7.34,Satisfactory
75,32.2,6.81,Satisfactory
74.45,30.15,7.47,Satisfactory
92.77,35.14,6.93,Satisfactory
103.19,31.27,8.53,Satisfactory
106.63,30.49,7.2,Moderate
111.14,25.96,10.99,Moderate
82.96,26.2,8.07,Moderate
77.23,28.99,7.08,Satisfactory
72.71,28.34,7.06,Satisfactory
86.81,37.32,7.06,Satisfactory
120.55,46.46,6.98,Moderate
129.65,54.43,7.48,Moderate
89.03,36.76,8.14,Moderate
94.89,43.77,9.48,Satisfactory
105.87,42.79,7.44,Moderate
97.46,36.85,7.62,Moderate
95.51,33.04,5.97,Satisfactory
72.85,24.85,6.25,Satisfactory
82.03,23.75,6.62,Satisfactory
85.26,21.8,5.92,Satisfactory
82.42,25.61,5.93,Satisfactory
97.01,31.08,6.01,Moderate
88.67,27.21,5.38,Moderate
92.84,31.61,6.72,Moderate
95.58,26.77,6.75,Satisfactory
95.45,27.79,6.22,Satisfactory
89.66,21.91,7.09,Moderate
115.89,29.55,6.36,Moderate
154.34,32.33,6.96,Moderate
118.07,33.05,6.6,Moderate
111.38,28.68,7.21,Moderate
83.19,23.14,8.07,Satisfactory
89.88,26.8,7.12,Satisfactory
84.01,21.71,6.71,Satisfactory
84.66,23.26,7.41,Satisfactory
89.64,22.84,7.08,Satisfactory
80.31,25.62,8.25,Satisfactory
78.55,28.58,6.36,Satisfactory
76.68,27.42,7.36,Satisfactory
72.04,27.04,6.65,Satisfactory
72.17,22.19,6.97,Satisfactory
71.05,21.45,6.75,Satisfactory
77.96,19.78,7.01,Satisfactory
72.55,24.72,7.25,Satisfactory
87.04,26.49,7.97,Satisfactory
94.45,23.38,6.97,Satisfactory
95.67,31.05,6.75,Moderate
66.88,13.39,6.92,Satisfactory
82.77,20.12,6.03,Satisfactory
82.89,15.65,6.39,Moderate
48.81,9.73,7.92,Satisfactory
51.53,8.99,5.87,Satisfactory
51.79,9.44,6.49,Satisfactory
45.75,10.58,6.11,Satisfactory
47.23,12.22,6.37,Satisfactory
53.57,11.09,6.77,Satisfactory
48.55,10.09,5.11,Satisfactory
49.89,10.37,5.81,Satisfactory
58.49,9.58,5.56,Satisfactory
69.87,9.69,6.8,Satisfactory
63.83,9.23,6.51,Satisfactory
67.3,9.81,6.06,Satisfactory
50.53,11.52,4.44,Satisfactory
20.84,13.48,5.3,Satisfactory
28.13,13.73,5.55,Satisfactory
32.12,12.38,5.83,Satisfactory
22.69,11.5,6.1,Satisfactory
35.92,10.63,6.06,Satisfactory
35.49,11.74,4.78,Satisfactory
42.98,15.57,5.75,Satisfactory
52.51,15.73,6.34,Satisfactory
50.11,13.81,8.19,Satisfactory
42.7,12.73,6.55,Satisfactory
50.83,12.28,5.77,Satisfactory
46.7,11.74,5.59,Satisfactory
41.6,10.48,6.21,Satisfactory
31.92,10.76,6.75,Satisfactory
48.52,13.02,6.2,Satisfactory
50.26,10.17,6.79,Satisfactory
48.49,11.41,6.36,Satisfactory
65.58,13.05,6.54,Satisfactory
55.47,13.04,5.83,Satisfactory
43.11,11.76,5.47,Satisfactory
50.33,11.69,5.55,Satisfactory
55.81,11.24,5.86,Satisfactory
39.31,12.02,5.73,Satisfactory
54.56,15.27,5.45,Satisfactory
61.29,12.6,6.28,Satisfactory
50.84,14.26,6.19,Satisfactory
56.07,17.28,6.23,Satisfactory
71.6,18.88,7.16,Satisfactory
87.56,18.26,7.44,Satisfactory
64.54,17.4,6.85,Satisfactory
72.07,18.2,6.09,Satisfactory
52.32,16.86,7.14,Satisfactory
60.98,14.05,7.51,Satisfactory
59.49,13.18,6.93,Satisfactory
66.73,14.23,7.7,Satisfactory
70.53,14.13,6.05,Satisfactory
39.32,13.82,6.09,Satisfactory
58.72,15.82,6.12,Satisfactory
46.71,16.79,7.39,Satisfactory
56.99,18.22,7.06,Satisfactory
52.69,13.24,7.19,Satisfactory
47.84,12.91,6.14,Satisfactory
79.02,13.11,5.67,Satisfactory
64,13.77,6.05,Satisfactory
60.44,14.59,5.8,Satisfactory
56.21,15.13,5.59,Satisfactory
62.59,15.05,6.29,Satisfactory
66.58,13.03,5.64,Satisfactory
57.36,16.82,5.81,Satisfactory
71.59,16.47,6.38,Satisfactory
55.23,18.54,6.03,Satisfactory
55.7,14.85,6.24,Satisfactory
53.37,15.72,6.48,Satisfactory
42.52,18.27,6.27,Satisfactory
51.62,11.58,7.01,Satisfactory
22.16,9.72,6.78,Good
19.43,9.76,6.65,Good
19.34,9.78,6.85,Good
30.11,11.51,6.94,Good
48.48,19.65,7.12,Satisfactory
50.12,17.1,7.16,Satisfactory
45.11,13.32,7.11,Satisfactory
48.85,15.31,6.88,Satisfactory
52.5,15.48,6.99,Satisfactory
73.07,15.98,6.92,Satisfactory
39.75,14.7,6.99,Satisfactory
35.21,13.83,7.2,Good
42.32,14.67,7.33,Good
35.74,12.31,6.86,Good
36.58,13.01,7.68,Good
45.6,13.32,7.21,Satisfactory
56.47,14.1,7.74,Satisfactory
63.66,13.98,7.27,Satisfactory
57.17,13.87,7.22,Satisfactory
47.55,13.62,7.81,Satisfactory
42.05,12.45,7.47,Satisfactory
40.19,14.45,7.18,Good
49.93,14.6,6.98,Satisfactory
52.43,14.61,6.86,Satisfactory
40.06,17.67,7.73,Satisfactory
28.66,14.29,7.45,Satisfactory
29.48,13.68,7.29,Satisfactory
26.34,10.33,6.6,Satisfactory
29.27,12.12,6.33,Satisfactory
24.26,12.69,6.45,Satisfactory
30.48,13.25,6.66,Good
43.95,38.58,10.53,
38.2,37.81,8.95,Satisfactory
41.09,25.28,8.08,Satisfactory
43.1,26.05,7.52,Satisfactory
62.7,30.9,7.31,Satisfactory
42.45,25.74,5.82,Satisfactory
44.21,25.81,5.34,Satisfactory
53.29,28.48,4.96,Satisfactory
50.27,28.75,7.96,Satisfactory
31.31,27.96,9.32,Satisfactory
31.54,20.58,9.64,Satisfactory
16.32,14.11,6.72,Satisfactory
27.84,17.12,5.91,Good
36.97,22.35,8.9,Satisfactory
21.31,13.46,7.08,Satisfactory
72.34,27.86,7.08,Satisfactory
106.41,34.15,9.36,Satisfactory
122.06,33.99,8.53,Moderate
99.6,36.45,8.38,Moderate
90.64,34.81,9.9,Moderate
102.93,38.5,8.29,Moderate
130.64,34.1,11.29,Moderate
114.12,32.53,12.3,Moderate
126.36,43.5,10.09,Moderate
155.77,38.56,7.99,Moderate
175.24,56.37,10.03,Moderate
199.68,61.95,9.7,Moderate
159.02,33.55,10.87,Moderate
160.57,47.42,10.06,Moderate
185.45,46.41,10.75,Moderate
168.04,44.07,11.46,Moderate
176.36,54.27,8.69,Moderate
152.01,29.21,13.41,Moderate
141.8,41.02,13.41,Moderate
163.5,41.72,8.65,Poor
176.99,52.3,9.64,Poor
115.92,45.9,9.81,Moderate
153.3,44.22,15.89,Moderate
224.32,51.52,11.75,Moderate
107.92,27.36,11.37,Moderate
89.15,29.86,12.38,Satisfactory
108.58,22.31,14.05,Poor
79.21,29.38,10.04,Satisfactory
71.23,28.91,12.39,Moderate
153.35,69.34,13.23,Moderate
163.21,56.23,18.31,Moderate
119.11,35.27,15.56,Moderate
88.69,32.76,12.54,Satisfactory
149.39,48.17,7.87,Moderate
157.38,57.11,9.59,Moderate
174.05,53.19,15.74,Moderate
145.09,36.89,15.52,Moderate
84.77,25.32,11.62,Satisfactory
165.64,31.65,12.5,Moderate
177.35,43.8,11.29,Poor
199.03,51.48,15.28,Poor
178.74,52.38,22.17,Moderate
198.72,63.33,22.96,Moderate
197.8,50.55,14.45,Moderate
251.75,62.13,19.3,Poor
249.14,67.6,17.52,Poor
260.27,61.43,15.11,Poor
193.01,49.59,11.55,Moderate
201.55,55.49,16.06,Moderate
165.16,39.49,14.87,Moderate
209.35,46.99,22.75,Poor
258.16,50.9,18.55,Poor
240.16,58.73,16.49,Poor
194.47,57.81,14.81,Poor
173.15,46.22,15.75,Poor
172.43,49.62,33.53,Poor
236.76,61.91,32.95,Poor
254.98,61.66,37.97,Very Poor
214.24,57.15,20.05,Poor
232.36,50.92,17.76,Poor
208.49,42.84,22.44,Poor
219.55,47.17,20.65,Poor
164.93,48.07,12.33,Poor
133.93,54.91,12.13,Moderate
136.33,53.51,13.59,Moderate
141,49.41,11.81,Moderate
213.2,69.19,23.5,Moderate
233.3,72.24,20.84,Very Poor
233.44,70.44,13.35,Very Poor
242.07,75.55,15.74,Poor
233.12,75.67,17.54,Poor
166.1,45.18,14.53,Poor
97.13,36.54,10.42,Moderate
115.59,38.1,3.97,Moderate
105.5,36.82,5.88,Moderate
106.69,41.63,5.34,Moderate
144.08,47.53,5.75,Moderate
138.04,56.51,7.82,Poor
132.11,59.98,12.26,Moderate
175.92,69.33,13.54,Moderate
155.45,59.83,14.39,Moderate
147.6,57.2,10.69,Moderate
128.59,49.38,8.04,Moderate
137.53,48.93,9.38,Moderate
169.48,41.34,6.81,Poor
128.39,49.21,7.89,Poor
124.83,55.18,10.2,Moderate
86.96,43.82,10.54,Satisfactory
113.96,46.49,4.24,Moderate
117.86,44.05,6.91,Moderate
173.53,47.06,10.31,Moderate
145.81,42.22,3.99,Poor
134.81,38.04,6.96,Poor
151.47,41.4,5.29,Moderate
155.98,49.68,6.66,Poor
125.76,46.67,3.36,Poor
96.18,47.62,12.43,Moderate
162.16,51.85,19.06,Moderate
158.19,35.11,7.48,Moderate
132.56,34.05,14.65,Moderate
113.49,36.15,7.34,Moderate
127.1,46.29,11.1,Moderate
142.67,54.59,13.32,Moderate
150.56,43.3,15.23,Moderate
158.56,48,11.31,Moderate
162.64,36.38,10.5,Moderate
196.56,32.54,9.74,Very Poor
139.95,38.33,17.33,Poor
145.21,40.78,16.63,Moderate
107.46,39.66,15.78,Moderate
103.34,39.37,14.48,Moderate
133.21,45.66,12.89,Moderate
142.79,37.59,11.27,Moderate
118.35,40.99,11.19,Moderate
153.75,53.06,12.64,Moderate
197.84,60.5,7.33,Moderate
179.42,58.1,25.68,Moderate
173.19,44.36,16.3,Moderate
152.6,29.92,11.42,Moderate
126.17,28.66,7.9,Moderate
121.23,37.6,7.17,Moderate
106.72,45.69,12.28,Moderate
94.42,37.21,7.67,Satisfactory
90.98,32.89,11.38,Satisfactory
97.23,33.21,8.08,Satisfactory
126.71,38.18,10.79,Moderate
133.91,42.27,14.53,Moderate
124.54,37.05,6.99,Moderate
129.16,36.83,15.08,Moderate
122.11,32.47,8.24,Moderate
89.86,32.12,9.61,Moderate
113.78,40.19,13.31,Moderate
106.47,38.68,14.92,Moderate
148.28,48.9,21.56,Moderate
220.69,58.91,14.22,Moderate
176.09,46.76,7.45,Moderate
175.48,51.43,27.49,Moderate
143.22,59.43,28.89,Moderate
135.71,57.99,26.67,Moderate
131.02,55.27,33.94,Moderate
135.29,46.73,43.76,Moderate
147.98,28.42,47.46,Moderate
149.75,31.98,29.67,Moderate
154.27,32.01,29.92,Moderate
149.05,31.8,24.92,Moderate
136.8,35.66,14.21,Moderate
128.83,39.53,21.25,Moderate
182.16,52.94,21.11,Moderate
164.28,41.04,8.22,Moderate
143.39,35.5,23.42,Moderate
177.99,47.39,31.84,Moderate
156.55,35.63,25.01,Moderate
103.2,29.98,15.23,Moderate
127.07,27.86,14.06,Moderate
150.43,26.59,10.82,Moderate
139.82,20.25,11.88,Moderate
152.86,19.42,11.8,Moderate
136.03,25.61,12.4,Moderate
90.56,27.92,12.32,Moderate
76.47,27.85,15.43,Satisfactory
90.15,21.5,9.86,Satisfactory
79.64,13.84,9.95,Satisfactory
90.17,14.28,7.29,Satisfactory
120.75,27.12,14.67,Satisfactory
136.07,20.28,14.59,Moderate
149.46,33.84,8.41,Moderate
138.8,37.17,9.03,Moderate
112.15,30.64,10.44,Moderate
97.28,30.26,12.89,Moderate
121.09,35.15,12.13,Moderate
115.47,25.91,18.02,Moderate
155.55,23.62,10.45,Moderate
118.18,18.18,13.7,Moderate
120.22,21.97,13.72,Moderate
113.66,15.64,12.88,Moderate
71.03,9.83,12.78,Satisfactory
41.62,10.67,12.27,Satisfactory
41.9,10.34,8.78,Satisfactory
31.69,8.36,8.4,Good
105.58,6.76,11.77,Moderate
109.33,7.8,12.99,Moderate
99.38,8.8,10.29,Satisfactory
98.89,9.97,13.15,Satisfactory
113.91,12.68,14.64,Satisfactory
92.72,11.52,12.07,Satisfactory
122.8,11.2,13.32,Moderate
93.53,9.08,13.68,Moderate
115.67,13.67,15.84,Moderate
130.31,11.17,15.88,Moderate
113.89,12.85,15.02,Moderate
126.07,8.33,11.37,Moderate
132.44,11.96,17.29,Moderate
115.59,9.89,14.84,Moderate
102.17,12.98,15.2,Moderate
113.97,11.31,16.91,Moderate
117.82,10.04,13.09,Moderate
125.19,9.76,11.27,Moderate
134.46,9.74,11.37,Moderate
85.85,11.61,11.08,Moderate
66.47,11.29,13.07,Moderate
130.53,16.1,12.94,Moderate
96.89,12.18,7.65,Moderate
107.92,11.74,12.13,Moderate
88.38,9.25,9.17,Moderate
82.49,6.16,7.39,Satisfactory
122.09,8.81,9.41,Moderate
76.1,7.98,8.64,Moderate
89.22,11.61,13.95,Moderate
67.7,9.92,8.21,Satisfactory
93.84,11.32,7.76,Moderate
97.09,7.07,7.89,Satisfactory
46.8,7.37,8.2,Satisfactory
36.92,8.68,8.87,Moderate
63.97,11.92,14.95,Moderate
65.88,12.17,13.84,Moderate
56.23,13.25,14.9,Moderate
70.96,13.19,20.6,Moderate
68.94,12.37,12.43,Moderate
66.04,9.67,7.47,Moderate
73.13,9.83,8.42,Satisfactory
99.16,9.55,8.06,Moderate
105.71,10.15,14.42,Moderate
90.6,9.55,20.3,Moderate
90.14,8.39,13.3,Satisfactory
62.33,5.42,11.52,Satisfactory
44.35,4.25,9.01,Satisfactory
38.97,4.44,13.03,Satisfactory
62.85,4.83,11.31,Satisfactory
121.91,5.98,13.42,Satisfactory
114.83,5.46,12.38,Moderate
111.09,5.82,13.02,Moderate
154.8,5.49,8.67,Moderate
134.89,6.19,5.72,Moderate
96.44,6.88,7.93,Moderate
65.39,6.58,11.66,Satisfactory
46.43,7.38,10.4,Satisfactory
13.16,9.12,16.54,Satisfactory
35.54,9.09,15.65,Satisfactory
49.9,11.56,13.32,Satisfactory
42.14,9.51,12.11,Satisfactory
43.49,9.41,12.78,Satisfactory
50.01,9.24,15.7,Satisfactory
53.78,12.02,11.13,Satisfactory
65.16,14.5,22.7,Satisfactory
67.49,12.35,9.76,Satisfactory
49.55,13.89,7.46,Satisfactory
42.36,9.29,9.63,Satisfactory
29.73,10.12,8.15,Satisfactory
34.91,12.29,8.8,Satisfactory
45.42,13.45,20.16,Satisfactory
48.76,15.27,10.84,Satisfactory
48.35,19.92,12.91,Satisfactory
49.39,9.81,12.01,Satisfactory
66.39,9.01,10.21,Satisfactory
55.27,11.02,10.56,Satisfactory
39.65,9.46,10.78,Satisfactory
40.62,11.66,9.29,Satisfactory
51.12,10.96,8.9,Satisfactory
40.64,12.46,15.41,Satisfactory
26.77,7.55,9.48,Satisfactory
37.76,5.54,12.83,Satisfactory
43.1,8.22,13.28,Satisfactory
46.7,9.17,12.78,Satisfactory
30,5.12,12.45,Satisfactory
192.81,20.16,5.43,Very Poor
154.39,18.4,5.1,Poor
99.73,15.21,4.75,Moderate
227.43,18.47,7.84,Very Poor
199.46,17.77,6.52,Very Poor
178.56,16.99,6.04,Very Poor
165.18,15.96,5.74,Poor
128.13,17.33,5.51,Moderate
124.51,20.44,5.91,Moderate
118.77,12.24,4.29,Moderate
276.46,32.15,12.65,Very Poor
216.39,28.58,11.73,Poor
223.01,31.88,11.49,Poor
262.29,34.18,10.65,Poor
268.78,30.14,10.92,Very Poor
226.39,28.96,10.49,Very Poor
263.44,30.06,11.55,Poor
206.24,27.87,10.8,Very Poor
148.86,22.86,8.26,Moderate
145.18,25.21,9.56,Moderate
106.39,18.72,8.13,Moderate
84.51,16.69,7.21,Moderate
62.38,19.27,9.2,Moderate
135.13,22.3,8.3,Moderate
158.72,25.89,8.64,Moderate
191.72,24.54,7.61,Moderate
276.97,28.46,13.52,Moderate
296.79,27.13,12.02,Very Poor
228.41,27.57,10.01,Very Poor
182.86,23.06,10.91,Poor
214.45,30.18,20.18,Moderate
277.7,31.75,19.71,Poor
247.37,28.76,18.65,Poor
237.12,26.52,16,Poor
154.49,22.86,14.98,Moderate
152.61,23.43,15.16,Moderate
175.17,22.68,15.25,Moderate
216.82,24.04,15.44,Moderate
202.08,22.46,17.98,Poor
270.48,23.64,17.19,Poor
280.15,27.96,17.91,Very Poor
225.99,23.25,16.3,Very Poor
198.72,29.19,16.42,Poor
195.56,26.95,16.17,Poor
138.09,23.63,15.13,Poor
194.6,27.3,15.67,Moderate
226.09,29.92,16.68,Very Poor
318.98,31.32,17.73,Very Poor
332.84,34.54,17.75,Very Poor
252.49,33.82,17.18,Very Poor
294.65,34.85,18.57,Very Poor
294.93,36.86,18.19,Very Poor
98.68,28.08,16.1,Poor
156.42,20.09,15.71,Moderate
205.38,22.01,15.03,Poor
185.76,25.52,14.55,Moderate
273.73,31.84,15.87,Poor
264.81,35.15,17.09,Very Poor
150.97,27.66,15.48,Poor
211.11,30.11,15.2,Poor
206.05,29.53,14.84,Poor
234.69,29.35,14.75,Poor
241.51,31.82,15.85,Poor
296.39,33.92,16.99,Poor
284.15,34.86,19.25,Very Poor
326.35,35.24,20.89,Very Poor
316.75,37.39,20.84,Very Poor
246.8,27.23,18.2,Poor
155.03,18.43,16.48,Poor
99.16,19.97,15.79,Moderate
157.33,20.98,16.16,Moderate
123.03,20.27,15.32,Moderate
131.56,19.46,14.87,Moderate
118.71,18.32,14.75,Moderate
84.93,15.99,13.86,Moderate
107.11,17.02,14.64,Moderate
101.29,15.68,13.96,Moderate
106.64,15.28,13.32,Moderate
133.3,19.07,13.43,Moderate
119.41,17.65,13.44,Moderate
148.03,19.7,13.28,Moderate
171.44,17.41,13.1,Moderate
134.21,17.68,13.05,Moderate
157.14,21.15,13.8,Moderate
160.58,18.11,13.34,Moderate
129.83,21.17,12.91,Moderate
217.95,20.64,13.04,Moderate
177.28,18.25,13.34,Poor
141.27,19.72,13.13,Moderate
199.05,23.6,13.85,Moderate
162.61,19.53,12.87,Moderate
157.02,21.6,13.7,Moderate
203.02,23.62,13.78,Moderate
227.33,22.36,14.15,Poor
169.4,21.61,14.21,Moderate
115.78,14.32,13.55,Moderate
88.77,14.05,13.08,Moderate
95.59,14.82,13.66,Moderate
71.62,15.32,13.32,Moderate
79.29,15.28,12.72,Moderate
126.57,17.87,12.74,Moderate
159.85,21.58,12.87,Moderate
167.38,21.61,12.88,Moderate
147.27,18.02,13.14,Moderate
170.83,20.22,13.48,Moderate
232.53,22.49,13.12,Moderate
159.02,18.31,13.13,Moderate
140.15,16.7,13.2,Moderate
112.47,17.05,13.03,Moderate
110.69,18.72,12.99,Moderate
67.19,15.89,12.74,Moderate
74.62,16.05,12.69,Moderate
107.07,19.28,12.71,Moderate
133.44,16.64,12.53,Moderate
120.05,14.32,12.6,Moderate
97.81,16.37,12.4,Moderate
124.05,16.3,12.69,Moderate
100.95,14.56,12.64,Moderate
134.28,17.34,12.52,Moderate
95.61,13.41,12.5,Moderate
92.4,13.75,12.47,Moderate
99.86,14.46,12.43,Moderate
108.1,15.63,12.53,Moderate
84.85,15.91,12.74,Moderate
98.28,13.92,12.79,Moderate
88.67,10.94,12.85,Moderate
106.31,13.01,12.76,Moderate
61.23,11.19,12.51,Moderate
97.1,10.51,12.78,Moderate
100.01,11.86,12.77,Moderate
74.46,9.62,12.53,Moderate
70.51,10.25,12.42,Moderate
79.68,10.8,12.48,Moderate
61.64,9.87,12.34,Moderate
60.84,10.79,12.31,Moderate
103.39,13.27,12.52,Moderate
105.66,13.27,12.38,Moderate
95.03,12.19,12.39,Moderate
53.61,10.89,12.32,Moderate
79.31,12.48,12.32,Moderate
84.77,12.92,12.6,Moderate
70.34,12.35,12.75,Moderate
53.71,10.81,12.38,Moderate
43.09,8.51,12.18,Moderate
38.45,7.8,12.34,Moderate
63.16,9.4,12.43,Moderate
94.54,10.23,12.53,Moderate
76.09,11.47,12.93,Moderate
53.49,9.57,12.34,Moderate
55.35,11.42,12.88,Moderate
62.09,10.39,12.62,Moderate
63.99,11.38,12.69,Moderate
78.56,10.43,12.43,Moderate
93.84,10.53,12.59,Moderate
53.03,9.56,12.7,Moderate
49.46,9.23,12.59,Moderate
50.74,9.72,12.64,Moderate
49.42,9.99,12.73,Moderate
44.06,9.6,12.93,Moderate
43.49,9.26,12.87,Moderate
37.98,7.72,12.27,Moderate
23.51,5.59,11.95,Moderate
25.16,7.81,12.26,Moderate
24.46,8.66,12.85,Moderate
38.86,8.29,12.68,Moderate
50.63,10.79,13.03,Moderate
63.88,9.32,12.49,Satisfactory
30.91,8.89,12.28,Satisfactory
22.7,8.37,12.24,Good
26.98,8.59,12.58,Good
47.39,10.14,12.83,Good
62.91,9.71,12.59,Satisfactory
39.98,8.78,12.34,Satisfactory
73.54,8.66,12.33,Satisfactory
77.33,9.44,12.46,Satisfactory
65.44,8.22,12.36,Satisfactory
92.27,9.76,12.6,Satisfactory
85.4,9.41,12.51,Satisfactory
54.85,8.87,12.32,Satisfactory
104.18,10.24,12.41,Satisfactory
122.95,11.1,12.86,Moderate
133.51,9.83,12.57,Moderate
134.21,9.64,12.66,Moderate
98.18,7.82,12.58,Moderate
46.5,6.61,12.3,Satisfactory
30.25,7.62,12.58,Good
49.71,8.73,12.67,Good
82.53,8.93,12.92,Satisfactory
86.3,9.73,13.08,Satisfactory
66.92,8.53,12.96,Satisfactory
59.97,7.5,12.52,Satisfactory
40.83,6.45,12.29,Satisfactory
24.15,5.31,12.01,Good
26.39,7.31,12.23,Good
40.18,8.27,12.83,Good
42.93,7.62,12.86,Satisfactory
44.95,8.36,12.88,Satisfactory
25.99,7.01,12.55,Satisfactory
26.34,7.29,12.58,Good
35.7,7.17,12.17,Satisfactory
55.98,8.58,12.32,Satisfactory
54.51,9.2,12.54,Satisfactory
42.47,7.38,12.66,Satisfactory
38.33,6.03,12.3,Satisfactory
46.53,6.8,12.65,Satisfactory
42.14,7.04,12.63,Satisfactory
53.97,7.64,12.59,Satisfactory
64.24,7.08,12.42,Satisfactory
151.07,14.44,13.53,Moderate
150.92,13.22,13.3,Moderate
123.54,10.15,12.86,Moderate
120.15,10.66,12.79,Moderate
129.42,12.16,13.07,Moderate
100.23,10.61,13.05,Moderate
102.69,15.43,12.65,Moderate
115.07,19.83,13.42,Moderate
109.32,17.1,12.61,Moderate
111.84,20.64,12.67,Moderate
104.53,20.31,12.82,Moderate
106.58,21.39,12.95,Satisfactory
92.89,27.27,12.36,Satisfactory
59.73,18.61,12.23,Satisfactory
89.2,18.96,12.63,Satisfactory
113.42,22.23,12.92,Moderate
111.27,19.93,13.67,Moderate
115.6,24.11,14.14,Moderate
110.05,25.09,13.59,Moderate
120.17,28.78,13.52,Moderate
159.59,17.2,12.92,Moderate
157.27,22.22,13.29,Very Poor
146,22.49,13.33,Poor
155.04,24.57,13.28,Poor
145.63,25.77,13.44,Poor
141.34,23.48,14.05,Poor
143.86,23.18,13.31,Moderate
164.79,25.17,13.51,Poor
142.06,16.03,13.43,Poor
192.96,23.62,15.05,Very Poor
174.97,23.87,14.31,Poor
155.62,20.18,13.7,Poor
166.89,24.5,14.31,Poor
160.22,29.48,15.63,Poor
139.71,21.83,13.89,Poor
158.99,18.39,14.13,Poor
174.11,16.98,14.26,Poor
179.41,17.39,14.16,Very Poor
151.27,18.32,13.53,Poor
99.01,16.44,12.87,Moderate
50.51,12.82,12.9,Satisfactory
47.74,10.97,12.85,Satisfactory
123.32,11.31,13.48,Moderate
140.22,17.27,13.38,Moderate
176.7,18.41,13.76,Poor
155.4,16.85,13.48,Poor
110.94,19.9,13.89,Moderate
145.42,23.07,14.08,Moderate
179.97,22.17,13.95,Poor
185.94,23.12,13.92,Poor
157.2,21.17,13.81,Poor
111.43,25.65,13.59,Moderate
