PM10,NO2,SO2,AQI_Bucket
84.99,63.12,29.45,Satisfactory
81.9,55.65,13.62,Satisfactory
121.25,46.47,12.32,Moderate
142.65,67.51,42.75,Moderate
135.61,77.45,20.19,Poor
114.53,69.63,13.32,Moderate
127.1,69.17,25.43,Moderate
145.06,67.17,28.57,Moderate
154.73,76.4,33.25,Poor
136.71,74.24,40.52,Moderate
140.9,83.38,30.85,Moderate
189.28,124.57,48.92,Poor
230.27,140.17,42.26,Very Poor
187.83,106.1,15.29,Very Poor
196.3,92.41,15.9,Very Poor
184.73,94.51,11.75,Very Poor
215.5,103.31,16.53,Very Poor
219.63,121.38,39.68,Poor
225.75,121.94,66.39,Poor
198.47,113.39,9.43,Poor
193.4,100.16,10.56,Very Poor
157.03,71.61,10.52,Poor
146.49,57.32,12.33,Poor
172.92,58.43,12.91,Poor
182.65,60.37,26.39,Very Poor
159.44,50.62,6.49,Poor
174.01,58.6,13.73,Poor
163.17,63.17,26.75,Poor
173.27,61.22,11.71,Poor
159.1,71.77,16,Poor
141.29,64.26,14.8,Poor
165.55,60.14,13.57,Poor
117.55,49.18,13.17,Moderate
108.94,43.14,11.48,Moderate
63.23,38.2,12.19,Satisfactory
40.61,22.75,8.37,Satisfactory
49.07,27.55,11.04,Good
70.71,55.79,15.66,Satisfactory
87.78,56.1,27.99,Satisfactory
99.22,65.34,26.84,Moderate
137.17,71.78,15.58,Moderate
111.15,68.18,13.42,Moderate
128.56,85.01,10.68,Moderate
129.54,69.13,17.71,Moderate
129.76,61.14,16.63,Moderate
146.56,83.44,12.92,Moderate
142.46,74.7,18.7,Moderate
125.82,25.85,12.37,Moderate
96.18,16.37,8.47,Moderate
128.56,23.26,16.7,Moderate
148.8,16.86,10.21,Moderate
119.5,17.12,10.22,Moderate
121.81,26.18,9.84,Moderate
142.17,28.42,10.43,Moderate
130.91,35.52,9.78,Moderate
101.22,22.82,6.98,Moderate
64.61,15.97,7.78,Satisfactory
58.96,13.31,13.52,Satisfactory
72.77,17.35,12.99,Satisfactory
63.36,17.16,10.51,Satisfactory
66.4,15.26,10.5,Satisfactory
95.79,21.18,8.3,Satisfactory
106.73,25.18,14.78,Satisfactory
149.98,28.73,9.67,Moderate
121.35,24.64,14.5,Moderate
80.8,18.86,13.5,Satisfactory
52.83,12.56,11.27,Satisfactory
39.26,8.15,10.43,Satisfactory
49.94,13.32,15.85,Satisfactory
59.54,9.07,11.04,Moderate
51.79,8.11,8.55,Satisfactory
54.86,12,5.49,Satisfactory
52.32,10.62,11.52,Satisfactory
76.9,13.02,14.74,Satisfactory
116.27,16.7,15.37,Moderate
87.51,13.22,11.6,Moderate
53.9,8.68,10.98,Satisfactory
59.01,9.92,12.43,Satisfactory
47.74,8.02,12.07,Satisfactory
50.79,8.45,14.06,Satisfactory
90.58,15.67,13.33,Satisfactory
104.04,17.4,9.21,Satisfactory
129.33,24.88,8.16,Moderate
124.06,19.29,11.35,Moderate
101.35,14.19,7.42,Moderate
93.9,14.86,7.89,Satisfactory
69.14,13.59,10.99,Moderate
53.31,9.6,9.51,Satisfactory
49.43,7.75,9.14,Satisfactory
43.12,6.24,7.63,Satisfactory
53.08,12.03,10.27,Satisfactory
64.65,14.63,8.61,Satisfactory
48.09,8.02,9.11,Satisfactory
46.96,10.15,13.84,Good
51.83,9.93,10.38,Satisfactory
60.54,10.84,12.07,Satisfactory
70.3,12.49,12.69,Satisfactory
65.16,9.81,8.19,Satisfactory
60.07,9.49,17.06,Satisfactory
72.26,9.26,16.56,Satisfactory
70.85,7.48,12.4,Moderate
62.5,8.62,14.7,Satisfactory
45.07,5.59,9.15,Satisfactory
39.04,7.21,10.24,Satisfactory
50.84,6.06,13.03,Satisfactory
63.47,5.25,12.96,Satisfactory
55.83,7.03,10.88,Moderate
34.05,4.2,12.69,Satisfactory
38.77,4.48,10.9,Satisfactory
36.76,3.14,8.92,Moderate
33.28,2.04,13.09,Satisfactory
43.11,5.32,14.02,Satisfactory
89,9.61,11.84,Satisfactory
50.12,6.04,14.45,Satisfactory
68.9,11.38,18.42,Satisfactory
81.59,20.61,22.54,Satisfactory
91.22,17.13,15.71,Satisfactory
57.8,13.78,10.6,Satisfactory
37.66,13.27,12.58,Satisfactory
36.94,12.29,17.07,Good
35.42,12.59,21.81,Good
75.6,19.85,23.3,Satisfactory
132.02,29.05,16.03,Moderate
59.05,18.08,12.66,Satisfactory
84.5,18.74,12.78,Satisfactory
79.71,18.31,8.71,Satisfactory
70.68,16.88,16.4,Satisfactory
46.14,15.11,13.67,Satisfactory
40.82,15.46,12.72,Good
60.71,19.23,13.57,Satisfactory
93.8,23.54,26.8,Satisfactory
111.93,27.29,16.06,Moderate
211.34,35.92,16.59,Moderate
163.62,22.32,16.97,Moderate
152.97,23.24,15.33,Moderate
136.76,20.22,22.25,Moderate
138.9,18.58,13.03,Moderate
155.58,26.89,25.9,Moderate
112.93,24.31,30.4,Moderate
114.79,19.79,19.26,Moderate
98.4,19.29,17.83,Moderate
88.79,19.98,24.2,Moderate
95.91,20.32,21.47,Satisfactory
96.34,21.71,24.72,Satisfactory
89.42,17.33,17.09,Satisfactory
94.6,18.93,23.95,Satisfactory
78.4,19.42,21.27,Moderate
74.2,20.68,16.73,Satisfactory
76.95,16.96,13.67,Satisfactory
84.57,17.83,14.71,Satisfactory
98.75,17.31,18.61,Moderate
99.45,16.93,14.62,Satisfactory
86.09,18,13.86,Moderate
77.21,18.03,17.79,Satisfactory
82.24,16.29,15.76,Satisfactory
79.78,26.44,19.96,Satisfactory
75.96,17.39,14.55,Satisfactory
99.66,22.98,17.7,Moderate
90.61,18.25,16.21,Moderate
73.42,20.17,18.1,Satisfactory
104.78,27.54,17.17,Moderate
84.55,19.93,21.35,Satisfactory
59.22,26.79,26.62,Satisfactory
57.48,24.2,23.46,Satisfactory
71.15,26.2,17.18,Satisfactory
66.47,20.95,15.99,Satisfactory
63.59,25.07,18.35,Satisfactory
48.33,24.16,14.02,Satisfactory
43.2,29.99,13.82,Good
31.73,33.11,17.28,Good
31.71,24.02,16.48,Good
69.93,18.88,14.79,Satisfactory
71.73,18.26,9.68,Satisfactory
66.09,28.19,14.94,Satisfactory
68.06,36.52,13.66,Satisfactory
72.04,27.95,18.83,Satisfactory
40.6,25.45,18.94,Satisfactory
39.22,29.14,16.39,Good
40.3,25.75,16.01,Good
34.6,24.16,14.9,Good
32.7,20.53,16.53,Satisfactory
34.77,30.66,14.36,Satisfactory
38.36,36.24,17.88,Satisfactory
30.36,26.62,17.43,Satisfactory
26.83,22,19.5,Good
21.73,20.71,18.01,Good
25.16,22.16,17,Good
23.95,29.37,16.27,Good
24.42,29.88,13.78,Satisfactory
32.83,30.62,12.6,Satisfactory
21.46,30.36,14.32,Satisfactory
22.14,25.22,16.24,Satisfactory
38.67,18,18.86,Satisfactory
40.56,18.2,23.12,Good
34.85,22.88,17.88,Good
31.96,23.47,17.09,Good
29.59,25.64,20.09,Satisfactory
25.03,26.2,23.89,Good
27.15,22.68,22.58,Satisfactory
34.78,4.58,14.79,Good
20.52,3.7,15.89,Good
22.63,9.95,16.35,Good
40.44,17.05,15.46,Good
56.69,19.35,19.19,Satisfactory
39.97,16.01,12.93,Satisfactory
42.15,13.16,20.51,Good
18.23,5.65,13.82,Good
22.46,4.64,9.71,Good
26.39,9.64,15.68,Good
23.73,12.71,15.77,Good
15.84,10.04,12.51,Good
30.89,3.94,14.14,Satisfactory
37.61,2.08,12.58,Good
26.77,11.39,21.15,Satisfactory
22.87,10.03,14.72,Good
26.84,4.4,11.66,Good
21.35,4.43,13.83,Good
13.3,1.52,13.29,Satisfactory
19.98,3.35,11.83,Good
18.33,4.02,10.88,Good
24.18,6.1,26.08,Good
13.83,6.48,13.35,Good
18.12,6.38,11.57,Satisfactory
19.56,7.66,11.94,Good
30.31,10.11,11.86,Good
37.83,7.57,19.01,Satisfactory
47.35,6.74,15.64,Satisfactory
43.56,7.45,12.44,Good
47.61,9.16,18.9,Satisfactory
34.12,9.34,28.32,Good
31.8,9.58,20.69,Good
44.75,12.43,11.3,Satisfactory
36.58,13.97,14.17,Good
23.08,14.19,16.84,Good
39.09,12.18,18.77,Good
44.01,11.48,18.89,Satisfactory
31.3,14.29,12.85,Good
33.96,11.78,14.24,Good
24.44,7.41,13.87,Satisfactory
21.25,7.96,13.99,Good
26.48,11.9,14.02,Satisfactory
56.07,12.02,15.53,Satisfactory
67.65,13.18,15.3,Satisfactory
36.71,13.02,11.22,Satisfactory
25.78,11.3,12.14,Good
24.72,10.61,11.83,Good
21.82,7.85,11.39,Satisfactory
25.65,12.56,8.72,Satisfactory
20.41,16.43,11.26,Good
23.54,13.51,10.68,Satisfactory
23.73,11.84,8.21,Good
26.41,10.7,5.29,Good
27.75,11.1,9.54,Satisfactory
36.29,9.97,14.66,Good
53.68,9.76,18.55,Satisfactory
39.12,13.01,15.46,Good
35.57,13.63,12.08,Good
28.41,13.82,11.34,Good
35.12,13.44,12.65,Satisfactory
39.48,11.45,11.51,Good
74.55,15.53,12.3,Satisfactory
101.39,20.7,17.89,Satisfactory
137.41,26,29.06,Moderate
148.15,22.79,20.75,Moderate
135.44,24.78,15.74,Moderate
128.86,20.13,21.32,Moderate
128.41,14.09,20.18,Moderate
82.75,12.24,11.75,Moderate
68.41,16.23,10.97,Satisfactory
69.2,20.42,11.84,Satisfactory
76.67,14.75,13.6,Satisfactory
91.06,16.68,10.82,Moderate
97.67,13.27,15.36,Satisfactory
104.25,15.42,15.4,Moderate
109.47,18.14,22.37,Moderate
72.25,14.32,15.71,Satisfactory
89.89,14.9,16.91,Satisfactory
113.24,12.84,14.86,Moderate
97.39,13.46,12.61,Moderate
87.02,15.54,7.74,Satisfactory
100.23,15.36,12.64,Satisfactory
111.89,16.19,13.3,Moderate
121.3,15.78,14.34,Moderate
124.9,16.51,17.76,Moderate
109.47,21.1,19.3,Moderate
88.67,14.13,15.1,Moderate
63.76,14.42,14.59,Satisfactory
86.24,12.3,18.46,Satisfactory
106.58,16.03,9.83,Satisfactory
86.96,13.9,10.3,Satisfactory
97.97,14.49,14.19,Satisfactory
114.45,14.81,14.99,Moderate
122.21,22.64,29.74,Moderate
132.55,23.89,19.16,Moderate
98.77,19.42,17.57,Moderate
63.62,12.29,12.2,Satisfactory
49.69,15.4,13.35,Satisfactory
69.06,24.73,10.8,Satisfactory
82.17,22.53,12.58,Satisfactory
66.08,18.7,10.22,Satisfactory
62.14,16.11,12.83,Satisfactory
63.53,13.1,13.87,Satisfactory
79,17.58,17.05,Satisfactory
78.44,17.93,18.96,Satisfactory
107.1,25.62,12.22,Satisfactory
105.01,17.15,12.67,Moderate
120.25,17.41,17.03,Moderate
119.82,19.92,23.63,Moderate
118.52,15.67,16.5,Moderate
103.82,13.46,17.81,Moderate
104.91,13.46,11.56,Moderate
115.06,14.77,14.21,Moderate
120.22,13.16,17.69,Moderate
81.46,14.79,13.86,Moderate
73.58,17.65,14.1,Satisfactory
88.15,15.8,9.56,Satisfactory
110.95,12.5,19.09,Moderate
90.44,12.73,20.55,Moderate
80.8,12.64,17.14,Satisfactory
88.85,12.12,17.53,Satisfactory
65.39,12.17,17.09,Satisfactory
62.93,13.53,22.14,Satisfactory
38.35,18.79,19.87,Good
56.66,12.98,14.68,Satisfactory
61.4,11.64,18.74,Satisfactory
97.7,12.04,17.89,Moderate
75.4,11.47,15.37,Moderate
62.09,13.23,13.54,Satisfactory
84.62,21.49,20.19,Satisfactory
100.98,16.47,18.45,Moderate
109.42,16.82,24.75,Moderate
121.55,20.64,32.97,Moderate
111.92,14,17.11,Moderate
90.93,11.06,18.33,Moderate
75.95,10.33,9.86,Moderate
66.69,11.52,15.86,Satisfactory
51.42,8.68,12.33,Satisfactory
58.14,10.43,16.57,Satisfactory
57.33,16.9,14.64,Satisfactory
55.3,15.62,14.09,Satisfactory
65.26,14.76,14.71,Satisfactory
93.3,17.94,18.29,Satisfactory
96.6,15.34,23.54,Moderate
76.33,11.66,18.69,Satisfactory
63.99,15.39,20,Satisfactory
62.65,16.51,19.73,Satisfactory
60.66,14.78,20.29,Satisfactory
51.68,9.21,12.76,Satisfactory
60.01,13.11,15.43,Satisfactory
53.9,15.53,19.06,Satisfactory
43.36,12.12,18.25,Satisfactory
42.27,10.35,13.38,Good
47.41,12.27,15.16,Good
49.64,14.18,16.38,Satisfactory
46.38,11.44,19.32,Satisfactory
42.08,14.78,15.01,Good
37.38,9.88,18.3,Good
41.78,10.81,20.25,Good
63.42,16.17,17.41,Satisfactory
56.64,14.25,17.68,Satisfactory
73.27,13.84,18.99,Satisfactory
94.82,17.03,21.32,Satisfactory
99.2,25.9,34.59,Moderate
76.55,16.21,23.05,Satisfactory
110.64,23.25,27.95,Moderate
64.2,14.1,15.75,Satisfactory
54.82,14.06,19.12,Satisfactory
62.23,14.53,20.98,Satisfactory
69.15,14.6,18.62,Satisfactory
74.88,12.98,17.74,Satisfactory
61.83,11.83,16.2,Satisfactory
54.16,12.98,20.2,Satisfactory
62.43,14.44,13,Satisfactory
53.22,9.29,15.94,Satisfactory
47.43,10.73,16.73,Satisfactory
59.42,13.15,19.56,Satisfactory
67.95,13.49,22.27,Satisfactory
57.18,10.99,23.6,Satisfactory
59.72,10.24,18.21,Satisfactory
56.46,8.29,19.32,Satisfactory
62.14,11.69,24.7,Satisfactory
64.95,10.71,22.82,Satisfactory
59.47,12.61,17.88,Satisfactory
31.66,7.85,18.35,Good
31.65,5.45,17.86,Good
24.49,6.19,12.13,Good
22.95,8.15,29.5,Good
22.79,9.77,18.18,Good
22.11,7.78,25.19,Good
19.3,5.99,20.86,Good
24.73,5.62,17.37,Good
33.52,5.74,14.83,Good
44.16,8.07,21.65,Good
45.42,7.94,22.1,Good
47.52,9.42,19.49,Good
49.92,8.93,19.67,Satisfactory
36.11,9.54,16.2,Good
35.92,8.13,19.8,Satisfactory
28.92,7.4,25.54,Good
26.07,5.15,23.29,Good
42.7,4.19,23,Good
50.98,4.65,24.44,Satisfactory
39.17,4.81,20.71,Good
35.65,4.29,18.95,Moderate
44.23,4.99,18.8,Moderate
50.63,4.69,21.49,Satisfactory
52.01,4.71,22.1,Satisfactory
53.31,5.11,19.29,Satisfactory
60.36,5.2,22.14,Satisfactory
55.8,4.52,23.12,Satisfactory
63.95,5.03,25.11,Satisfactory
59.98,4.32,20.53,Satisfactory
54.56,4.05,29.01,Satisfactory
53.17,3.65,21.14,Satisfactory
46.95,3.93,19.38,Satisfactory
33.84,3.77,20.08,Good
28.46,3.53,17.69,Good
36.98,4.27,19.86,Good
38.01,5.44,24.28,Satisfactory
41.26,6.54,13.94,Satisfactory
31.06,4.58,15.56,Good
36.94,4.59,13.59,Good
40.46,4.91,14.3,Good
45.79,4.99,14.56,Good
45.2,4.5,14.12,Satisfactory
38.03,4.4,13.37,Good
40.72,4.83,12.24,Good
26.67,3.7,13.63,Good
24.92,3.52,13.62,Good
23.53,4.13,15.82,Good
20.8,4.16,13.92,Good
24.12,3.97,12.29,Good
26.66,3.97,,Good
26.24,3.87,,Good
38.88,4.26,,Good
29.15,6.18,,Satisfactory
32.26,5.66,,Satisfactory
33.88,5.21,,Good
63.42,11.76,,Good
50.65,6.22,19.3,Satisfactory
54.31,4.92,14.34,Satisfactory
50.38,4.1,8.61,Satisfactory
54.69,4.25,7.58,Satisfactory
56.2,4.24,7.55,Satisfactory
11,10.39,20.43,Satisfactory
35.43,5.46,6.68,Good
41.98,5.55,7.49,Good
47.91,5.84,8.18,Good
43.55,4.73,7.27,Satisfactory
34.12,4.75,8.02,Good
44.23,6.38,5.75,Good
36.24,5.16,13.56,Good
36.14,4.87,9.04,Good
34.03,4.68,7.64,Good
36.01,5.95,8.83,Good
35.01,5.28,9.38,Good
44.57,14.19,11.96,Good
54.8,14.07,10.08,Satisfactory
71.94,15.46,10.28,Satisfactory
108.2,16.97,13.83,Satisfactory
102.68,11.41,10.27,Moderate
103.68,10.11,12.04,Moderate
72.04,4.87,9.79,Satisfactory
60.29,4.2,8.1,Satisfactory
57.4,3.63,7.48,Satisfactory
72.96,3.89,7.24,Satisfactory
66.04,4.33,7.19,Satisfactory
66.12,5.41,7.99,Satisfactory
68.44,5.69,10.85,Satisfactory
62.08,6.94,17.09,Satisfactory
58.07,5.43,9.11,Satisfactory
37.02,9.29,9.85,Good
38.24,9.72,6.61,Good
35.22,10.19,12.47,Good
34.52,11.09,16.74,Good
36.04,8.83,11.48,Satisfactory
43.39,7.06,12.83,Good
47.69,6.9,12.34,Good
49.5,10.16,11.95,Satisfactory
44.35,10.06,15.46,Satisfactory
25.24,15.4,13.75,Satisfactory
12.17,14.58,18.82,Satisfactory
12.83,10.03,13.34,Good
12.76,8.44,12.34,Good
25.81,8.06,16.01,Good
24.04,9.21,12.19,Good
31.52,16.7,16.28,Good
18.33,16.26,17.54,Good
27.86,12.95,17.81,Good
34.97,13.74,10.39,Good
45.43,9.48,11.19,Satisfactory
30.83,10.27,13.28,Good
50.49,12.1,11.68,Good
34.84,9.15,15.88,Satisfactory
35.33,10.59,14.04,Satisfactory
37.36,8.44,15.38,Good
20.55,7.21,15.86,Good
24.43,6.53,13.75,Good
28.51,8.32,10.86,Good
32.56,9.55,14.79,Satisfactory
35.16,10.69,14.58,Satisfactory
34,9.68,10.88,Satisfactory
14.92,8.86,11,
13.8,8.05,16.06,Satisfactory
21.88,6.02,26.24,Good
80.27,3.88,22.35,Moderate
33.08,3.13,14.29,Satisfactory
56.19,4.13,8.42,Satisfactory
44.5,2.66,10.95,Satisfactory
62.88,4.89,30.27,Satisfactory
52.12,5.32,28.74,Satisfactory
52.75,7.88,21.4,Satisfactory
33.2,11.66,4.26,Satisfactory
43.69,15.11,6.38,Satisfactory
50.76,19.67,4.71,Satisfactory
54.59,26.15,8.32,Satisfactory
77.43,25.88,4.75,Satisfactory
86.64,25.21,7.72,Satisfactory
86.11,26.05,9.06,Satisfactory
82.73,26.38,2.94,Satisfactory
93.68,27.06,3.17,Poor
98.47,26.07,3.56,Moderate
97.64,25.73,1.85,Moderate
95.91,25.23,1.31,Moderate
92.68,26.26,2.97,Satisfactory
88.17,28.39,1.91,Satisfactory
77.09,26.26,1.03,Satisfactory
67.5,24.95,0.86,Satisfactory
80.09,23.95,2.29,Satisfactory
72.74,23.68,7.96,Satisfactory
78.45,27.32,3.29,Satisfactory
83.09,30.37,4.97,Satisfactory
66.81,30.1,2.04,Satisfactory
71.86,30.88,3.9,Satisfactory
72.49,31.49,2.11,Satisfactory
25.27,31.72,3.28,Good
34.76,30.57,4.88,Good
88.9,23.44,2.61,Satisfactory
63.97,27.46,2.64,Satisfactory
59.43,30.01,2.96,Satisfactory
39.48,37.9,5.14,Good
55.59,19.08,3.23,Satisfactory
62.53,21.1,5.88,Satisfactory
58.18,19.74,1.1,Satisfactory
70.44,23.29,7.12,Satisfactory
28.59,21.97,2.6,Satisfactory
27.21,21.26,3.13,Good
45.93,20.9,11.78,Satisfactory
101.55,20.53,7.66,Satisfactory
116.95,20.7,8.74,Moderate
94.3,21.29,12.41,Moderate
39.29,22.4,15.52,Satisfactory
,16.62,5.49,Good
,17.11,5.78,Good
,16.71,7.31,Good
,17.07,12.18,Good
,16.78,7.85,Good
,16.07,5.27,Good
,16.56,9.33,Good
124.19,10.76,9.99,Satisfactory
105.5,16.31,7.51,Moderate
91.16,16.67,11.67,Satisfactory
100.51,16.7,14.47,Moderate
138.35,16.92,15.32,Moderate
125.37,16.7,18.78,Moderate
116.29,16.46,27.92,Moderate
156.75,16.57,15.77,Moderate
219.63,15.87,4.57,Severe
94.34,16.01,10.25,Severe
124.48,15.91,7.37,Moderate
121.36,16.19,16.06,Moderate
113.72,15.71,15.43,Moderate
86.43,15.04,4.74,Moderate
72.79,15.05,5.38,Satisfactory
96.51,14.9,12.93,Satisfactory
99.64,15.07,7.06,Satisfactory
387.65,15.1,3.04,Satisfactory
,15.07,14.11,Satisfactory
,15.23,7.01,Satisfactory
,15.35,10.46,Satisfactory
,15.19,6.59,Satisfactory
,15.34,12.69,Poor
,15.02,9.15,Good
,14.94,9.78,Good
,14.63,6.27,Good
,14.75,3.32,Good
68.35,14.04,4.25,Good
63.49,14.09,3.33,Satisfactory
68.71,15.07,6.14,Satisfactory
109.6,14.49,15.24,Moderate
120.47,14.2,9.84,Moderate
143.52,36.62,12.61,Moderate
240.82,13.43,7.22,Moderate
72.35,31.09,6.7,Moderate
76.8,14.02,3.1,Satisfactory
79.5,13.56,5.56,Satisfactory
91.2,13.59,3.03,Satisfactory
53.64,13.79,5.84,Satisfactory
73.06,13.84,6.97,Satisfactory
77.01,13.47,8.83,Satisfactory
82.21,13.51,6.29,Satisfactory
85.28,13.66,6.49,Satisfactory
86.44,13.5,5.72,Satisfactory
90.84,13.51,4.89,Satisfactory
99.55,13.17,4.86,Moderate
78.05,13.01,3.52,Satisfactory
71.88,13.01,3.59,Satisfactory
81.62,13.14,2.06,Satisfactory
92.36,12.88,3.7,Satisfactory
106.1,13.03,4.38,Satisfactory
102.85,12.95,5.34,Moderate
105.7,12.87,3.12,Moderate
93.15,12.84,3.57,Satisfactory
75.93,12.96,2.97,Satisfactory
70.49,13.12,2.38,Satisfactory
75.21,12.3,3.12,Satisfactory
68.4,23.33,3.87,Satisfactory
102.32,21.85,3.29,Satisfactory
86.58,22.57,3.64,Satisfactory
99.05,12.64,3.76,Satisfactory
112.06,12.15,2.67,Moderate
71.1,6.95,3.56,Satisfactory
87.67,8.56,4.13,Satisfactory
117.47,12.85,2.99,Moderate
95.06,11.72,4.03,Satisfactory
90.82,9.42,3.53,Satisfactory
97.67,10.8,3.9,Satisfactory
96.92,32.47,4.26,Satisfactory
97.63,28.82,4.24,Satisfactory
97.87,24.44,3.43,Satisfactory
101.51,25.65,3.47,Satisfactory
94.42,14.4,6.04,Satisfactory
104.81,21.54,3.64,Satisfactory
113.81,18.17,3.65,Moderate
97.7,16.88,4.9,Satisfactory
98.4,16.72,2.53,Satisfactory
102.03,19.68,2.31,Moderate
100.22,17.86,3.34,Moderate
103.08,20.08,3.96,Moderate
101.56,12.96,4.77,Moderate
63.19,59.44,4.6,Moderate
109.83,40,6.02,Satisfactory
107.53,37.33,7.11,Moderate
168.52,14.66,3.75,Moderate
268.32,14.79,5.38,Moderate
260.46,18.44,6.86,Poor
69.39,15.67,6.71,Moderate
114.7,14.14,7,Satisfactory
136.51,14.03,6.62,Moderate
206.85,11.98,6.04,Moderate
209.7,8.86,7.4,Moderate
139.39,8.75,7.81,Moderate
69.33,8.85,8.28,Satisfactory
96.84,9.19,6.76,Satisfactory
73.55,8.84,7.8,Satisfactory
87.82,8.4,5.5,Satisfactory
109.02,7.75,6.26,Moderate
94.01,8.41,8.64,Moderate
67.56,8.44,6.48,Satisfactory
90.31,8.33,7.39,Satisfactory
88.13,7.76,6.21,Satisfactory
56.07,8.03,5.59,Satisfactory
69.8,8.16,5.43,Satisfactory
84.72,7.73,5.47,Satisfactory
57.41,7.65,7.43,Satisfactory
70.89,12.53,5.59,Satisfactory
82.4,17.58,3.45,Satisfactory
93.24,17.77,4.37,Satisfactory
101.82,16.82,2.36,Satisfactory
135.49,16.73,3.96,Moderate
129.56,17.06,4.91,Moderate
123.54,19.62,5.18,Moderate
170.2,18.45,4.53,Moderate
131.16,18.5,4.89,Moderate
99.6,18.53,7.13,Satisfactory
163.28,17.95,5.52,Moderate
197,17.15,8.82,Moderate
190.24,18.77,4.04,Moderate
165.9,17.69,6.34,Moderate
153.86,17.54,4.69,Moderate
197.08,17.3,6.09,Moderate
225.14,36.24,5.74,Moderate
221.27,16.17,11.1,Poor
243.06,15.66,6.17,Moderate
248.8,16.14,3.78,Moderate
253.99,15.82,3.37,Moderate
107.82,14.81,3.28,Moderate
136.27,15.28,5.12,Moderate
259.45,14.27,4.68,Moderate
275.85,12.45,4.39,Poor
253.61,9.49,5.6,Poor
255.33,8.96,4.96,Moderate
298.19,11.8,6.65,Poor
311.39,12.08,6.35,Poor
188.36,8.57,5.52,Poor
445.44,40.11,9.66,Severe
318.1,32.77,4.9,Very Poor
357.95,35.42,5.15,Very Poor
276.08,41.72,6.44,Very Poor
191.27,40.37,4.28,Poor
312.7,46.16,5.91,Poor
309.8,41.42,4.74,Very Poor
299.12,39.46,5.8,Very Poor
302.65,39.01,5.62,Very Poor
295.75,39.44,5.2,Very Poor
289.42,39.07,4.87,Very Poor
267.13,41.44,4.39,Poor
261.79,39.11,3.59,Very Poor
259.59,32.27,4.98,Very Poor
252.25,29.28,3.88,Very Poor
251.09,37.42,7.78,Very Poor
290.59,17.91,5.13,Very Poor
290.75,42.09,5.17,Very Poor
232.21,30.81,4.39,Poor
250.2,28.37,5.71,Poor
222.95,21.98,8.28,Poor
260.49,21.68,7.71,Poor
267.24,24.95,9.16,Very Poor
271.2,29.61,8.14,Very Poor
234.56,20.89,6,Very Poor
178.8,5.2,4.34,Poor
100.14,13.71,7.43,Moderate
182.69,41.92,18.04,Moderate
228.78,31.94,8.03,Poor
184.32,7.07,8.07,Moderate
224.99,12.22,5.24,Poor
295.86,31.96,11.93,Very Poor
264.88,46.82,9.23,Very Poor
276.23,47.59,11,Very Poor
237.22,48.8,9.61,Poor
270.82,49.18,14.29,Very Poor
268.1,50.9,11.24,Very Poor
263.37,50.56,9.17,Very Poor
266.39,45.09,10.52,Very Poor
268.24,41.77,15.28,Very Poor
283.99,30.53,6.11,Very Poor
265.34,33.22,6.23,Very Poor
270.1,35.25,6.53,Very Poor
232.05,23.9,8.67,Poor
239.25,14.57,6.87,Very Poor
214.5,7.36,4.54,Poor
189.34,3.08,3.69,Poor
215.78,49.15,10.52,Moderate
266.2,20.28,15.63,Poor
236.63,19.17,6.8,Very Poor
198.88,18.62,7.07,Poor
87.5,13.03,9.09,Moderate
87.57,10.07,4.37,Moderate
141.61,16.09,4.5,Moderate
124.48,16.29,6.69,Moderate
120.29,18.12,6.22,Moderate
129.08,19.43,4.64,Moderate
177.11,20.54,4.03,Moderate
121.78,21.39,3.97,Moderate
171.16,22.07,5.83,Moderate
221.19,23.33,6.1,Poor
198.96,42.63,12.91,Poor
126.01,25.53,2.98,Moderate
157.96,26.12,3.34,Moderate
186.31,28.36,3.36,Moderate
210.37,28.77,3.31,Poor
272.45,28.1,2.86,Very Poor
303.42,28.78,3.44,Very Poor
188.85,26.62,5.94,Poor
199.13,27.47,3.94,Poor
254.85,28.81,3.58,Poor
285.43,30.4,3.77,Very Poor
291.36,30.43,2.9,Very Poor
260.76,31.25,3.12,Very Poor
179.58,29.9,3.54,Poor
189.41,78.17,3.32,Poor
195.9,94.18,5.71,Very Poor
138.18,86.72,3.24,Moderate
158.17,79.22,10,Moderate
151.64,77.4,3.27,Moderate
146.1,78.11,5.07,Moderate
131.82,77.61,3.64,Moderate
154.81,76.93,3.89,Moderate
163.69,76.91,3.09,Moderate
131.93,77.1,2.76,Moderate
110.95,78.77,3.24,Moderate
59.87,78.52,3.05,Moderate
122.25,79.24,3.1,Moderate
120.69,79.01,2.5,Moderate
160.56,60.24,5.11,Moderate
114.13,34.3,4.04,Moderate
101.86,45.86,3.4,Moderate
131.87,47.57,3.52,Moderate
135.69,53.42,2.97,Moderate
114.54,54.79,3.48,Moderate
96.3,59.83,2.56,Moderate
138.44,65.5,2.79,Moderate
131.72,70.81,2.66,Moderate
147.2,57.73,3.22,Moderate
136.91,49.52,2.82,Moderate
157.27,42.42,4.03,Moderate
160.02,49.05,3.38,Moderate
162.02,49.28,7.24,Moderate
166.85,61.48,4.55,Moderate
177.22,48.94,5.85,Moderate
87.04,35.24,2.83,Moderate
52.61,28.35,2.75,Satisfactory
50.34,33.5,2.63,Satisfactory
94.51,33.41,2.68,Satisfactory
181.17,30.42,5.1,Moderate
